0.000,0.00
0.000,0.00
0.000,0.00
0.000,0.00
0.000,0.00
0.000,0.00
0.000,0.00
1521898923.505,984.73
1521898923.527,984.73
1521898923.549,984.75
1521898923.570,984.76
1521898923.592,984.78
1521898923.613,984.80
1521898923.635,984.83
1521898923.656,984.82
1521898923.678,984.86
1521898923.700,984.85
1521898923.721,984.83
1521898923.743,984.87
1521898923.764,984.88
1521898923.786,984.87
1521898923.807,984.90
1521898923.829,984.90
1521898923.850,984.87
1521898923.850,984.87
1521898923.872,984.91
1521898923.894,984.92
1521898923.916,984.91
1521898923.937,984.92
1521898923.959,984.95
1521898923.980,984.92
1521898924.002,984.93
1521898924.023,984.90
1521898924.045,984.93
1521898924.067,984.95
1521898924.089,984.92
1521898924.110,984.92
1521898924.132,984.94
1521898924.153,984.93
1521898924.175,984.96
1521898924.196,984.96
1521898924.218,984.95
1521898924.240,984.95
1521898924.240,984.95
1521898924.262,984.98
1521898924.283,984.99
1521898924.305,984.98
1521898924.327,984.96
1521898924.354,984.95
1521898924.375,984.97
1521898924.397,984.97
1521898924.418,984.95
1521898924.440,984.97
1521898924.462,984.96
1521898924.483,984.96
1521898924.505,984.95
1521898924.505,984.95
1521898924.526,984.96
1521898924.548,984.98
1521898924.570,984.97
1521898924.591,984.95
1521898924.613,984.97
1521898924.635,984.97
1521898924.657,984.97
1521898924.678,984.98
1521898924.700,984.97
1521898924.722,984.98
1521898924.743,984.98
1521898924.765,984.97
1521898924.786,984.99
1521898924.808,984.98
1521898924.830,984.98
1521898924.851,984.97
1521898924.873,984.97
1521898924.894,984.96
1521898924.894,984.96
1521898924.916,984.98
1521898924.938,984.99
1521898924.959,984.97
1521898924.981,984.97
1521898925.003,984.99
1521898925.024,984.97
1521898925.046,984.99
1521898925.067,984.98
1521898925.089,984.99
1521898925.111,984.96
1521898925.132,984.98
1521898925.154,984.98
1521898925.176,984.99
1521898925.197,984.95
1521898925.219,984.98
1521898925.240,984.98
1521898925.262,984.97
1521898925.262,984.97
1521898925.283,984.98
1521898925.305,984.99
1521898925.327,984.96
1521898925.349,984.99
1521898925.370,984.98
1521898925.392,984.98
1521898925.413,984.99
1521898925.435,984.96
1521898925.457,984.98
1521898925.478,984.98
1521898925.500,984.99
1521898925.522,984.98
1521898925.543,984.98
1521898925.565,985.03
1521898925.586,984.96
1521898925.608,984.96
1521898925.630,984.98
1521898925.651,984.96
1521898925.651,984.96
1521898925.673,984.99
1521898925.694,985.01
1521898925.716,984.98
1521898925.738,985.01
1521898925.759,984.99
1521898925.781,984.97
1521898925.802,984.97
1521898925.824,984.97
1521898925.846,984.95
1521898925.868,984.98
1521898925.889,984.97
1521898925.911,985.00
1521898925.932,984.99
1521898925.954,984.97
1521898925.975,984.97
1521898925.997,984.98
1521898926.018,984.98
1521898926.018,984.98
1521898926.040,984.98
1521898926.062,984.99
1521898926.084,984.97
1521898926.105,984.97
1521898926.127,985.01
1521898926.148,984.98
1521898926.170,984.98
1521898926.191,984.97
1521898926.213,984.99
1521898926.234,984.99
1521898926.257,984.96
1521898926.278,984.98
1521898926.300,984.98
1521898926.321,984.97
1521898926.343,984.99
1521898926.365,984.96
1521898926.387,984.98
1521898926.387,984.98
1521898926.408,984.97
1521898926.430,984.97
1521898926.452,984.98
1521898926.473,984.97
1521898926.495,984.96
1521898926.517,985.00
1521898926.538,984.95
1521898926.560,985.00
1521898926.581,984.98
1521898926.603,984.96
1521898926.624,984.99
1521898926.646,984.98
1521898926.667,985.01
1521898926.689,984.97
1521898926.711,984.99
1521898926.732,984.97
1521898926.754,984.97
1521898926.775,984.99
1521898926.775,984.99
1521898926.797,984.98
1521898926.819,984.99
1521898926.841,984.99
1521898926.862,984.97
1521898926.884,984.98
1521898926.905,984.98
1521898926.927,985.00
1521898926.948,984.99
1521898926.970,984.97
1521898926.992,984.98
1521898927.014,984.98
1521898927.035,984.97
1521898927.057,984.98
1521898927.078,984.98
1521898927.100,984.99
1521898927.122,984.98
1521898927.143,984.98
1521898927.165,984.99
1521898927.165,984.99
1521898927.187,984.97
1521898927.208,984.97
1521898927.230,985.01
1521898927.251,984.99
1521898927.273,984.99
1521898927.295,984.99
1521898927.316,985.00
1521898927.338,984.98
1521898927.359,984.99
1521898927.381,984.97
1521898927.403,984.98
1521898927.424,984.96
1521898927.446,984.98
1521898927.467,984.98
1521898927.489,984.98
1521898927.511,984.96
1521898927.532,984.98
1521898927.532,984.98
1521898927.554,984.97
1521898927.576,984.98
1521898927.597,984.97
1521898927.619,984.95
1521898927.640,984.99
1521898927.662,984.99
1521898927.684,984.97
1521898927.705,985.00
1521898927.727,984.96
1521898927.748,985.00
1521898927.770,984.97
1521898927.792,984.98
1521898927.813,984.98
1521898927.835,984.97
1521898927.857,984.98
1521898927.878,984.96
1521898927.900,984.96
1521898927.921,984.98
1521898927.921,984.98
1521898927.943,984.97
1521898927.965,984.99
1521898927.986,984.98
1521898928.008,984.97
1521898928.030,984.98
1521898928.051,984.97
1521898928.073,984.97
1521898928.095,984.97
1521898928.116,984.96
1521898928.138,984.97
1521898928.160,984.98
1521898928.181,984.98
1521898928.203,984.96
1521898928.224,984.99
1521898928.246,984.97
1521898928.267,984.99
1521898928.289,984.97
1521898928.289,984.97
1521898928.311,984.97
1521898928.332,984.96
1521898928.354,984.99
1521898928.375,984.96
1521898928.397,984.95
1521898928.419,984.99
1521898928.440,984.99
1521898928.462,984.98
1521898928.483,984.99
1521898928.505,984.97
1521898928.527,984.98
1521898928.548,984.99
1521898928.570,984.98
1521898928.592,984.99
1521898928.613,984.96
1521898928.635,984.97
1521898928.656,984.99
1521898928.678,984.98
1521898928.678,984.98
1521898928.700,984.97
1521898928.721,984.99
1521898928.743,984.98
1521898928.764,984.99
1521898928.786,984.98
1521898928.807,984.98
1521898928.829,984.98
1521898928.851,984.97
1521898928.872,984.97
1521898928.894,984.99
1521898928.916,984.98
1521898928.938,984.99
1521898928.959,984.99
1521898928.981,984.97
1521898929.002,984.99
1521898929.024,984.98
1521898929.045,984.97
1521898929.045,984.97
1521898929.067,984.98
1521898929.089,984.96
1521898929.110,984.98
1521898929.132,984.99
1521898929.153,984.99
1521898929.175,984.99
1521898929.197,984.97
1521898929.218,984.98
1521898929.240,984.99
1521898929.261,984.98
1521898929.283,984.98
1521898929.305,985.00
1521898929.327,984.96
1521898929.348,984.98
1521898929.370,984.99
1521898929.391,984.96
1521898929.413,984.98
1521898929.434,984.96
1521898929.434,984.96
1521898929.456,984.97
1521898929.478,984.99
1521898929.499,984.99
1521898929.521,984.96
1521898929.542,984.96
1521898929.564,984.98
1521898929.586,984.98
1521898929.607,984.98
1521898929.629,984.98
1521898929.651,984.96
1521898929.672,984.99
1521898929.694,984.98
1521898929.715,984.98
1521898929.737,984.96
1521898929.759,984.99
1521898929.780,984.95
1521898929.802,984.96
1521898929.802,984.96
1521898929.823,984.98
1521898929.845,984.97
1521898929.867,984.95
1521898929.888,984.98
1521898929.910,984.96
1521898929.932,984.99
1521898929.953,984.97
1521898929.975,984.99
1521898929.996,984.96
1521898930.018,984.96
1521898930.040,984.96
1521898930.061,984.98
1521898930.083,984.98
1521898930.104,985.01
1521898930.126,984.98
1521898930.148,984.98
1521898930.169,984.96
